TRANSACTION_NBR,EMPLID,EMPL_RCD,BGN_DT,PIN_TAKE_NUM,END_DT,SEQNUM,OPRID,EMPLID_CURR_APPR,ACTION_DT,HR_WF_ACTION,HGA_APPR_PRCS
1658,KU0130,0,4/27/2016,2392,4/27/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1659,KU0130,0,5/13/2016,2343,5/13/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1660,KU0130,0,6/1/2016,2344,6/1/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1661,KU0130,0,7/19/2016,2343,7/19/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1662,KU0130,0,7/25/2016,2392,7/28/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1663,KU0130,0,8/5/2016,2344,8/5/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1310,KU0046,0,9/21/2015,2392,9/25/2015,2,SALES,KU0007,9/2/2015,SAV,REQ
1368,KU0200,0,2/2/2015,25906,2/2/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1370,KU0200,0,4/14/2015,25905,4/14/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1371,KU0200,0,5/28/2015,25905,5/28/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1372,KU0200,0,6/11/2015,25906,6/11/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1376,KU0200,0,10/15/2015,25905,10/15/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1383,KU0202,0,1/5/2015,25905,1/5/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1396,KU0202,0,4/28/2015,25905,4/28/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1399,KU0202,0,12/28/2015,25906,12/30/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1400,KU0209A,0,2/11/2015,25905,2/11/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1401,KU0209A,0,3/3/2015,25906,3/3/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1402,KU0209A,0,4/9/2015,25905,4/9/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1404,KU0202,0,6/23/2015,25905,6/23/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1411,KU0209A,0,9/30/2015,25905,9/30/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1412,KU0209A,0,10/13/2015,25905,10/13/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1413,KU0209A,0,11/30/2015,25906,12/1/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1414,KU0209A,0,12/23/2015,25906,12/30/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1378,KU0200,0,12/21/2015,25906,12/24/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1420,KU0205,0,2/2/2015,25905,2/2/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1421,KU0205,0,2/17/2015,25905,2/17/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1432,KU0203,0,9/17/2015,25905,9/17/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1433,KU0203,0,10/12/2015,25905,10/12/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1434,KU0203,0,11/23/2015,25906,11/30/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1435,KU0203,0,12/22/2015,25906,12/24/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1436,KU0205,0,9/7/2015,25906,9/7/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1439,KU0205,0,12/21/2015,25906,12/24/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1423,KU0205,0,4/21/2015,25905,4/21/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1428,KU0205,0,5/19/2015,25905,5/19/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1429,KU0205,0,6/22/2015,25905,6/22/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1436,KU0205,0,9/7/2015,25906,9/7/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1438,KU0205,0,11/23/2015,25906,11/25/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1439,KU0205,0,12/21/2015,25906,12/24/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1367,KU0200,0,1/22/2015,25905,1/22/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1388,KU0207,0,8/10/2015,25906,8/10/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1449,KU0204,0,4/4/2015,25905,4/4/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1442,KU0208,0,1/12/2015,25905,1/12/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1443,KU0208,0,2/27/2015,25906,2/27/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1444,KU0208,0,3/3/2015,25905,3/3/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1445,KU0208,0,4/6/2015,25906,4/6/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1446,KU0208,0,5/25/2015,25905,5/25/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1447,KU0208,0,6/3/2015,25905,6/3/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1452,KU0204,0,7/7/2015,25905,7/9/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1454,KU0204,0,9/3/2015,25906,9/4/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1457,KU0204,0,12/28/2015,25906,12/31/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1448,KU0204,0,3/2/2015,25905,3/2/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1449,KU0204,0,4/4/2015,25905,4/4/2015,3,SAMPLE,KU0007,1/18/2016,SAV,REQ
1450,KU0204,0,5/5/2015,25905,5/5/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1451,KU0204,0,6/1/2015,25905,6/1/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1452,KU0204,0,7/7/2015,25905,7/9/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1453,KU0204,0,8/24/2015,25906,8/27/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1456,KU0204,0,11/23/2015,25905,11/23/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1457,KU0204,0,12/28/2015,25906,12/31/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1464,KU0204,0,1/8/2015,25905,1/8/2015,4,SAMPLE,KU0007,1/19/2016,SAV,REQ
1475,K1GKY001,0,2/8/2016,180512,3/9/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1320,KU0059,0,9/16/2015,2343,9/16/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1321,KU0059,0,9/29/2015,2392,9/29/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1322,KU0131,0,9/14/2015,2343,9/14/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1323,KU0131,0,9/25/2015,2392,9/25/2015,1,SALES,KU0007,9/2/2015,SAV,REQ
1367,KU0200,0,1/22/2015,25905,1/22/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1369,KU0200,0,3/3/2015,25906,3/3/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1373,KU0200,0,7/17/2015,25905,7/17/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1374,KU0200,0,8/27/2015,25906,8/27/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1375,KU0200,0,9/8/2015,25905,9/8/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1380,KU0207,0,2/12/2015,25905,2/12/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1381,KU0207,0,3/1/2015,25906,3/1/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1382,KU0207,0,4/13/2015,25905,4/13/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1384,KU0202,0,5/5/2015,25906,5/8/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1390,KU0207,0,9/18/2015,25905,9/18/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1477,K1GMA001,0,2/3/2016,180514,2/5/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1392,KU0207,0,11/25/2015,25906,11/25/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1393,KU0207,0,11/30/2015,25906,11/30/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1479,K1GME001,0,3/14/2016,180515,3/15/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1395,KU0202,0,2/23/2015,25905,2/23/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1397,KU0202,0,8/24/2015,25905,8/27/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1398,KU0209A,0,1/29/2015,25905,1/29/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1410,KU0202,0,10/19/2015,25905,10/19/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1415,KU0203,0,1/19/2015,25905,1/19/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1438,KU0205,0,11/23/2015,25906,11/25/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1417,KU0203,0,3/12/2015,25906,3/12/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1418,KU0203,0,4/15/2015,25905,4/15/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1421,KU0205,0,2/17/2015,25905,2/17/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1422,KU0205,0,3/24/2015,25905,3/24/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1430,KU0205,0,7/21/2015,25905,7/21/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1456,KU0204,0,11/23/2015,25905,11/23/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1458,KU0208,0,7/13/2015,25906,7/13/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1459,KU0208,0,8/12/2015,25905,8/12/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1460,KU0208,0,9/30/2015,25905,9/30/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1461,KU0208,0,10/13/2015,25905,10/13/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1462,KU0208,0,11/24/2015,25906,11/25/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1463,KU0208,0,12/28/2015,25906,12/31/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1464,KU0204,0,1/8/2015,25905,1/8/2015,1,SAMPLE,KU0007,1/19/2016,SAV,REQ
1382,KU0207,0,4/13/2015,25905,4/13/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1380,KU0207,0,2/12/2015,25905,2/12/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1431,KU0205,0,8/25/2015,25905,8/25/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1430,KU0205,0,7/21/2015,25905,7/21/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1429,KU0205,0,6/22/2015,25905,6/22/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1428,KU0205,0,5/19/2015,25905,5/19/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1423,KU0205,0,4/21/2015,25905,4/21/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1422,KU0205,0,3/24/2015,25905,3/24/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1421,KU0205,0,2/17/2015,25905,2/17/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1385,KU0207,0,5/15/2015,25905,5/15/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1379,KU0207,0,1/12/2015,25905,1/12/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1402,KU0209A,0,4/9/2015,25905,4/9/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1400,KU0209A,0,2/11/2015,25905,2/11/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1398,KU0209A,0,1/29/2015,25905,1/29/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1393,KU0207,0,11/30/2015,25906,11/30/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1478,K1GME001,0,3/3/2016,181605,3/3/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1480,K1GMO001,0,4/8/2016,180514,4/11/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1481,K1GMO001,0,4/20/2016,180515,4/20/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1482,K1GMO001,0,4/22/2016,180565,4/28/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1483,K1GMT001,0,3/21/2016,180565,3/25/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1484,K1GMT001,0,4/5/2016,180514,4/7/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1488,K1GNH001,0,3/3/2016,180514,3/24/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1496,KU0500,0,3/7/2016,2392,3/11/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1498,KU0519,0,3/14/2016,2392,3/18/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1500,KU0511,0,3/21/2016,2343,3/24/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1506,KU0209,0,3/7/2016,2392,3/11/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1511,KU0046,0,3/7/2016,2343,3/11/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1513,KU0059,0,3/7/2016,2343,3/11/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1514,KU0131,0,3/14/2016,2392,3/18/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1515,K1GAK001,0,2/8/2016,180514,2/10/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1516,K1GAK001,0,3/7/2016,180512,3/11/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1520,K1GAZ001,0,2/26/2016,180565,3/8/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1521,K1GAZ001,0,3/21/2016,180565,3/24/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1519,K1GAZ001,0,2/26/2016,180514,3/9/2016,2,SAMPLE,KU0007,3/8/2016,SAV,REQ
1523,K1GCT001,0,1/29/2016,180515,2/3/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1636,KU0076,0,2/24/2016,2343,2/24/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1637,KU0076,0,7/6/2016,2392,7/8/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1639,KU0076,0,10/5/2016,2392,10/5/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1644,KU0039,0,7/18/2016,2392,7/20/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1645,KU0039,0,8/24/2016,2343,8/24/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1647,KU0039,0,9/21/2016,2392,9/21/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1650,KU0059,0,6/23/2016,2344,6/23/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1651,KU0059,0,11/21/2016,2343,11/21/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1653,KU0149,0,4/18/2016,2343,4/21/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1654,KU0149,0,6/6/2016,2392,6/8/2016,1,RCHANNING,KU0046,6/3/2016,SUB,REQ
1360,KA0002,0,11/9/2015,81174,11/13/2015,1,SAMPLE,KU0007,11/16/2015,SAV,REQ
1361,KA0003,0,8/19/2015,81175,8/22/2015,1,SAMPLE,KU0007,11/16/2015,SAV,REQ
1377,KU0200,0,11/24/2015,25906,11/25/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1378,KU0200,0,12/21/2015,25906,12/24/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1375,KU0200,0,9/8/2015,25905,9/8/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1372,KU0200,0,6/11/2015,25906,6/11/2015,2,SAMPLE,KU0007,1/18/2016,SAV,REQ
1403,KU0202,0,3/17/2015,25905,3/17/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1423,KU0205,0,4/21/2015,25905,4/21/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1429,KU0205,0,6/22/2015,25905,6/22/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1437,KU0205,0,10/12/2015,25906,10/16/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1442,KU0208,0,1/12/2015,25905,1/12/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1443,KU0208,0,2/27/2015,25906,2/27/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1444,KU0208,0,3/3/2015,25905,3/3/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1445,KU0208,0,4/6/2015,25906,4/6/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1446,KU0208,0,5/25/2015,25905,5/25/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1447,KU0208,0,6/3/2015,25905,6/3/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1448,KU0204,0,3/2/2015,25905,3/2/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1449,KU0204,0,4/4/2015,25905,4/4/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1450,KU0204,0,5/5/2015,25905,5/5/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1451,KU0204,0,6/1/2015,25905,6/1/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1453,KU0204,0,8/24/2015,25906,8/27/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1455,KU0204,0,10/5/2015,25906,10/8/2015,1,SAMPLE,KU0007,1/18/2016,SAV,REQ
1442,KU0208,0,1/12/2015,25905,1/12/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1464,KU0204,0,1/8/2015,25905,1/8/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1415,KU0203,0,1/19/2015,25905,1/19/2015,3,SAMPLE,KU0007,1/19/2016,SAV,REQ
1383,KU0202,0,1/5/2015,25905,1/5/2015,2,SAMPLE,KU0007,1/19/2016,SAV,REQ
1464,KU0204,0,1/8/2015,25905,1/8/2015,5,SAMPLE,KU0007,1/19/2016,SAV,REQ
1472,KU0046,0,12/21/2015,2392,12/21/2015,1,RCHANNING,KU0046,2/19/2016,SUB,REQ
1475,K1GKY001,0,2/8/2016,180512,3/9/2016,2,SAMPLE,KU0007,3/3/2016,SAV,REQ
1476,K1GKY001,0,2/19/2016,180565,2/19/2016,1,SAMPLE,KU0007,3/3/2016,SAV,REQ
1509,KU0435,0,3/4/2016,2343,3/4/2016,1,SALES,KU0007,3/7/2016,SAV,REQ
1517,K1GAL001,0,2/29/2016,180515,3/3/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1518,K1GAL001,0,1/29/2016,180514,2/3/2016,1,SAMPLE,KU0007,3/8/2016,SAV,REQ
1529,KU0141,0,1/14/2016,2343,1/14/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1538,KU0172,0,2/22/2016,2392,2/22/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1540,KU0172,0,5/20/2016,2343,5/20/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1542,KU0170,0,2/29/2016,2343,2/29/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1552,KU0173,0,2/16/2016,2343,2/16/2016,1,SAMPLE,KU0007,3/10/2016,APV,REQ
1068,KU0020,0,12/18/2014,2392,12/18/2014,1,SAMPLE,KU0020,3/3/2015,SUB,REQ
1717,KU0146,0,2/15/2016,2343,2/15/2016,1,CSTEVENSON,KU0020,6/4/2016,SUB,REQ
1719,KU0079,0,6/1/2016,2344,6/1/2016,1,CSTEVENSON,KU0020,6/4/2016,SUB,REQ
1720,KU0079,0,3/8/2016,2343,3/8/2016,1,CSTEVENSON,KU0020,6/4/2016,SUB,REQ
1724,KU0079,0,5/16/2016,2343,5/16/2016,1,CSTEVENSON,KU0020,6/4/2016,SUB,REQ
1667,KU0130,0,10/27/2016,2344,10/27/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1669,KU0130,0,11/1/2016,2392,11/1/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1671,KU0130,0,12/5/2016,2343,12/5/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1677,KU0141,0,2/22/2016,2392,2/23/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1680,KU0141,0,5/2/2016,2344,5/2/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1683,KU0141,0,6/2/2016,2343,6/2/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1684,KU0141,0,6/13/2016,2392,6/15/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1686,KU0141,0,6/24/2016,2392,6/24/2016,1,JPATTERSON,KU0131,6/4/2016,SUB,REQ
1767,KU0175,0,7/7/2016,2392,7/7/2016,1,SAMPLE,KU0007,8/31/2016,SAV, 
1800,KU0103,0,8/8/2016,2392,8/8/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1803,KU0103,0,11/11/2016,2392,11/11/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1801,KU0103,0,9/9/2016,2392,9/9/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1803,KU0103,0,11/11/2016,2392,11/11/2016,2,JPATTERSON,KU0103,9/8/2016,SUB,CAN
1801,KU0103,0,9/9/2016,2392,9/9/2016,2,JPATTERSON,KU0103,9/8/2016,SUB,CAN
1806,KU0130,0,8/12/2016,2392,8/12/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1808,KU0130,0,10/14/2016,2392,10/14/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1810,KU0130,0,12/16/2016,2392,12/16/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1809,KU0130,0,11/15/2016,2392,11/15/2016,2,JPATTERSON,KU0130,9/8/2016,SUB,CAN
1807,KU0130,0,9/13/2016,2392,9/13/2016,2,JPATTERSON,KU0130,9/8/2016,SUB,CAN
1810,KU0130,0,12/16/2016,2392,12/16/2016,2,JPATTERSON,KU0130,9/8/2016,SUB,CAN
1811,KU0141,0,7/1/2016,2392,7/1/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1812,KU0141,0,8/1/2016,2343,8/1/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1814,KU0141,0,10/3/2016,2392,10/3/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1816,KU0141,0,12/1/2016,2392,12/1/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1816,KU0141,0,12/1/2016,2392,12/1/2016,2,JPATTERSON,KU0141,9/8/2016,SUB,CAN
1812,KU0141,0,8/1/2016,2343,8/1/2016,2,JPATTERSON,KU0141,9/8/2016,SUB,CAN
1818,KU0141,0,11/22/2016,2392,11/22/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1820,KU0130,0,11/28/2016,2392,11/28/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1821,KU0103,0,11/23/2016,2392,11/23/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1822,KU0103,0,11/25/2016,2392,11/25/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1655,KU0130,0,1/5/2016,2344,1/5/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1656,KU0130,0,2/15/2016,2343,2/17/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1657,KU0130,0,3/28/2016,2392,3/30/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1658,KU0130,0,4/27/2016,2392,4/27/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1659,KU0130,0,5/13/2016,2343,5/13/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1673,KU0141,0,1/11/2016,2344,1/11/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1674,KU0141,0,1/27/2016,2392,1/29/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1675,KU0141,0,2/8/2016,2343,2/8/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1676,KU0141,0,2/9/2016,2344,2/10/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1677,KU0141,0,2/22/2016,2392,2/23/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
2350,K0W203,0,8/15/2017,2392,8/17/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2351,K0W204,0,5/22/2017,2343,5/22/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2352,K0W205,0,5/22/2017,2392,5/22/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2353,K0W206,0,7/25/2017,2343,7/25/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2354,K0W207,0,6/15/2017,2392,6/15/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2355,K0W208,0,4/17/2017,2343,4/17/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2356,K0W209,0,7/13/2017,2392,7/13/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2357,K0W210,0,8/28/2017,2343,8/28/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2358,K0W231,0,6/15/2017,2392,6/15/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2359,K0W232,0,6/16/2017,2343,6/16/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2360,K0W233,0,8/10/2017,2343,8/10/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2361,K0W234,0,5/15/2017,2392,5/15/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2362,K0W238,0,6/30/2017,2343,6/30/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2363,K0W239,0,4/4/2017,2392,4/4/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2364,K0W240,0,7/27/2017,2343,7/27/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2365,K0W241,0,8/23/2017,2392,8/23/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2366,K0W244,0,5/2/2017,2392,5/2/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2367,K0W245,0,8/1/2017,2343,8/1/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2368,K0W246,0,4/28/2017,2392,4/28/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2369,K0W247,0,7/26/2017,2392,7/26/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2370,K0W250,0,8/17/2017,2343,8/17/2017,4,HAM_K0W210,K0W210,6/15/2017,APV,REQ
2371,KU0173,0,4/12/2017,2392,4/12/2017,1,SAMPLE,KU0007,6/18/2017,SAV, 
